,title,overview,original_language,release_date,popularity,vote_count,vote_average
2419,The Takedown,"Ousmane Diakité and François Monge are two cops with very different styles, backgrounds and careers. The unlikely pair are reunited once again for a new investigation that takes them across France. What seemed to be a simple drug deal turns out to be a much bigger criminal case wrapped in danger and unexpected comedy.",fr,5/6/2022,207.171,320,6
2420,Tarumama,"Sara and Óscar, a couple going through a marital crisis, decide to spend a week in a remote country cabin with their two children, Alicia and Tomás. The family tries to have a quiet time, but something strange happens there. There is a woman who prowls through the forest and cries uncontrollably looking for a baby she has just lost. This deeply affects the family who will have to stay together to survive this nightmare.",es,7/29/2021,193.603,26,4.6
2421,King Tweety,"Everyone's favorite yellow canary unexpectedly becomes next in line for the crown when the queen of an island paradise disappears. His Little Highness’ entourage includes motorbike daredevil Granny and sly Sylvester, whose allegiance is tested when he uncovers a sinister plot to eliminate Tweety for good.",en,6/13/2022,163.579,41,7.4
2422,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",en,4/25/2012,237.136,27395,7.7
2423,Father There Is Only One,"Javier is what we have dubbed as a ""husband-in-law."" That is that without taking care of the care of the house and children at all, he knows exactly what needs to be done, and that he continuously collects a sum of sentences from the type: ""It is that you do not organize"", or ""do not get nervous"", you already consider that overflowing woman drowns in a glass of water. Javier will have to face the reality of dealing with five children (between four and twelve years old) when his wife decides to go on a trip and leave him alone with them. The chaotic situation that takes place at home will progressively evolve ecologically to the most absolute disaster, but at the same time it will give parents and children the opportunity to meet and enjoy themselves for the first time.",es,8/2/2019,214.916,527,7.6
2424,Fate/kaleid liner Prisma☆Illya: Licht Nameless Girl,"The Ainsworth family's goal is to save the world from evil, but their success depends on the great sacrifice Magical Girl Miyu makes for them. Her brother Shirou, however, is not willing to let the family have his sister without a fight. That’s why he doggedly searches for a way to save not only the world but also Miyu...",ja,8/27/2021,233.3,0,0
2425,The Wonderful Summer of Mickey Mouse,Mickey Mouse and his friends each recall the wild events leading up to the Annual Summer Fireworks Spectacular from their point-of-view.,en,7/8/2022,189.517,8,6.1
2426,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",en,9/8/2021,207.566,7536,7.9
2427,One Shot,"An elite squad of Navy SEALs, on a covert mission to transport a prisoner off a CIA black site island prison, are trapped when insurgents attack while trying to rescue the same prisoner.",en,11/5/2021,213.364,696,6.8
2428,Through My Window,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",es,2/4/2022,210.148,2208,7.5
2429,Jungle Cruise,"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.",en,7/28/2021,227.498,4534,7.5
2430,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",en,10/17/2010,243.857,16341,7.8
2431,Escape Room: La Película,,ca,3/11/2022,205.957,13,5.7
2432,Dragon Ball Super: Broly,"Earth is peaceful following the Tournament of Power. Realizing that the universes still hold many more strong people yet to see, Goku spends all his days training to reach even greater heights. Then one day, Goku and Vegeta are faced by a Saiyan called 'Broly' who they've never seen before. The Saiyans were supposed to have been almost completely wiped out in the destruction of Planet Vegeta, so what's this one doing on Earth? This encounter between the three Saiyans who have followed completely different destinies turns into a stupendous battle, with even Frieza (back from Hell) getting caught up in the mix.",ja,12/14/2018,234.345,2367,7.8
2433,The Nights Belong to Monsters,"Sol, a 17-year-old teenager, moves with her mother to the Gonzalo's home, the actual mother's boyfriend. In this town, where from the beginning Sol only finds hostility, she must face bullying from her schoolmates and Gonzalo's harassment. While wandering the streets trying to find a way out, Sol meet a mysterious and magical female dog with whom she establish a symbiotic relationship. It be this dog, the one that violently and surprisingly, always appear to defend Sol until the last consequences.",es,10/9/2021,197.167,4,5.4
2434,The Takedown,"Ousmane Diakité and François Monge are two cops with very different styles, backgrounds and careers. The unlikely pair are reunited once again for a new investigation that takes them across France. What seemed to be a simple drug deal turns out to be a much bigger criminal case wrapped in danger and unexpected comedy.",fr,5/6/2022,207.171,320,6
2435,Tarumama,"Sara and Óscar, a couple going through a marital crisis, decide to spend a week in a remote country cabin with their two children, Alicia and Tomás. The family tries to have a quiet time, but something strange happens there. There is a woman who prowls through the forest and cries uncontrollably looking for a baby she has just lost. This deeply affects the family who will have to stay together to survive this nightmare.",es,7/29/2021,193.603,26,4.6
2436,King Tweety,"Everyone's favorite yellow canary unexpectedly becomes next in line for the crown when the queen of an island paradise disappears. His Little Highness’ entourage includes motorbike daredevil Granny and sly Sylvester, whose allegiance is tested when he uncovers a sinister plot to eliminate Tweety for good.",en,6/13/2022,163.579,41,7.4
